Date,Open,High,Low,Close,Volume
2000-01-31,0.9363800287246704,1.084820032119751,0.7723199725151062,0.9263399839401244,12554696224
2000-02-29,0.9285699725151062,1.070870041847229,0.8660699725151062,1.0234400033950806,7319788560
2000-03-31,1.058590054512024,1.3426300287246704,1.0178600549697876,1.2126100063323977,8699226368
2000-04-28,1.209820032119751,1.2455300092697144,0.9363800287246704,1.107699990272522,8662860192
2000-05-31,1.1149499416351318,1.1272300481796265,0.7299100160598755,0.75,9807870912
2000-06-30,0.7299100160598755,1.0290199518203735,0.7176300287246704,0.9352700114250184,8105228880
2000-07-31,0.9308000206947328,1.0825899839401243,0.8370500206947327,0.9073699712753296,5746781208
2000-08-31,0.8984389901161194,1.0982099771499634,0.7901800274848938,1.088170051574707,5636091384
2000-09-29,1.094859957695007,1.1450899839401243,0.4531199932098388,0.4598200023174286,14522264400
2000-10-31,0.4765610098838806,0.4776799976825714,0.3125,0.3493300080299377,21906398024
2000-11-30,0.3470999896526336,0.4107109904289245,0.2879500091075897,0.294638991355896,8488538352
2000-12-29,0.3035700023174286,0.3125,0.2433000057935714,0.2656199932098388,8859857776
2001-01-31,0.2656199932098388,0.4017890095710754,0.2578110098838806,0.3861609995365143,13710196360
2001-02-28,0.3694199919700622,0.391739010810852,0.3214299976825714,0.325888991355896,7065526496
2001-03-30,0.3180800080299377,0.424111008644104,0.3069199919700622,0.3941110074520111,10801418880
2001-04-30,0.3944610059261322,0.4842889904975891,0.3348200023174286,0.4551799893379211,11185719384
2001-05-31,0.4537500143051147,0.4767889976501465,0.3446390032768249,0.356249988079071,7472898776
2001-06-29,0.3594610095024109,0.4482110142707824,0.3455390036106109,0.4151799976825714,7687592024
2001-07-31,0.4221389889717102,0.4503610134124756,0.318789005279541,0.3355390131473541,8661001720
2001-08-31,0.3394609987735748,0.3553610146045685,0.308569997549057,0.3312500119209289,5131362992
2001-09-28,0.330361008644104,0.3407109975814819,0.2621389925479889,0.2769609987735748,5529814752
2001-10-31,0.2766110002994537,0.346789002418518,0.2648200094699859,0.3135699927806854,7566794088
2001-11-30,0.3151800036430359,0.3848200142383575,0.3080390095710754,0.3803609907627105,5370231160
2001-12-31,0.3760699927806854,0.4291110038757324,0.3587499856948852,0.391070008277893,4630638544
2002-01-31,0.3937500119209289,0.4416109919548034,0.3617700040340423,0.441430002450943,8521623208
2002-02-28,0.4346390068531036,0.4639300107955932,0.3739300072193146,0.387499988079071,7837918592
2002-03-28,0.3916110098361969,0.451788991689682,0.3896389901638031,0.422679990530014,5301944760
2002-04-30,0.4174999892711639,0.4673199951648712,0.4107109904289245,0.4333890080451965,6434433824
2002-05-31,0.4337500035762787,0.4639300107955932,0.3953610062599182,0.4160700142383575,5979707832
2002-06-28,0.4176799952983856,0.418749988079071,0.2853609919548034,0.316430002450943,8726734464
2002-07-31,0.3162499964237213,0.3355390131473541,0.2464299947023391,0.2725000083446502,8136382016
2002-08-30,0.2698200047016144,0.2901799976825714,0.2494609951972961,0.263388991355896,5166212352
2002-09-30,0.2587499916553497,0.2712500095367431,0.2508890032768249,0.2589299976825714,5300269408
2002-10-31,0.2607110142707824,0.2935700118541717,0.2385700047016143,0.2869609892368316,6625561544
2002-11-29,0.2846390008926391,0.3103609979152679,0.2680389881134033,0.2767890095710754,4528224736
2002-12-31,0.2839300036430359,0.2874999940395355,0.246069997549057,0.2558889985084533,4544833216
2003-01-31,0.2564300000667572,0.2746390104293823,0.242138996720314,0.2564300000667572,6067748064
2003-02-28,0.2573199868202209,0.2732110023498535,0.2510699927806854,0.2680389881134033,4132151576
2003-03-31,0.2680389881134033,0.2707110047340393,0.2507109940052032,0.2524999976158142,3989807416
2003-04-30,0.2535699903964996,0.266961008310318,0.2271389961242675,0.253930002450943,7801888864
2003-05-30,0.2544609904289245,0.3392890095710754,0.25,0.3205389976501465,10830128624
2003-06-30,0.3232110142707824,0.3516109883785248,0.2969610095024109,0.3403609991073608,6134349312
2003-07-31,0.3369610011577606,0.3851799964904785,0.3305389881134033,0.3764300048351288,5232659488
2003-08-29,0.375,0.4080390036106109,0.346789002418518,0.4037500023841858,4314142448
2003-09-30,0.4046390056610107,0.4164299964904785,0.3598000109195709,0.3700000047683716,5359346720
2003-10-31,0.3698199987411499,0.4466199874877929,0.3605389893054962,0.4087499976158142,7053258240
2003-11-28,0.4076800048351288,0.4160700142383575,0.3544610142707824,0.3733890056610107,4982614112
2003-12-31,0.3757109940052032,0.391070008277893,0.34375,0.3816109895706177,5471483528
2004-01-30,0.3848200142383575,0.4435699880123138,0.3782109916210174,0.4028609991073608,7935010664
2004-02-27,0.4010699987411499,0.4303610026836395,0.387499988079071,0.427139014005661,4926396328
2004-03-31,0.430180013179779,0.5024999976158142,0.4214299917221069,0.4828610122203827,11637937416
2004-04-30,0.4803610146045685,0.5282109975814819,0.4551799893379211,0.4603610038757324,8943036704
2004-05-28,0.4642890095710754,0.5139300227165222,0.455361008644104,0.5010700225830078,5313017304
2004-06-30,0.4962500035762787,0.6105390191078186,0.4930390119552612,0.5810700058937073,8275369256
2004-07-30,0.5728610157966614,0.6005390286445618,0.5132110118865967,0.5774999856948853,9719442152
2004-08-31,0.5578609704971313,0.6282110214233398,0.530360996723175,0.6158890128135681,8014667416
2004-09-30,0.612500011920929,0.7012500166893005,0.6105390191078186,0.6919609904289246,7690007136
2004-10-29,0.6985700130462646,0.949999988079071,0.6723200082778931,0.9357110261917114,16151206288
2004-11-30,0.9375,1.242319941520691,0.9292799830436708,1.1973199844360352,17455987920
2004-12-31,1.2105300426483154,1.2133899927139282,1.100000023841858,1.149999976158142,16018118536
2005-01-31,1.1567800045013428,1.3908900022506714,1.117859959602356,1.3732099533081057,25872570136
